LOT_ID,WAFER_ID,PROCESS,PROCESS_STEP,RECIPE,RECIPE_STEP,PARAMETER_NAME,PARAMETER_VALUE,TIME,TYPE
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.022185721040203173,2024-01-01 00:00:00.000,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,-0.016875180448208238,2024-01-01 00:00:00.100,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.049719688221378504,2024-01-01 00:00:00.200,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.10729356032121028,2024-01-01 00:00:00.300,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.06648958189726237,2024-01-01 00:00:00.400,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.09716665389280381,2024-01-01 00:00:00.500,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.15068866549713877,2024-01-01 00:00:00.600,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.1034293635164221,2024-01-01 00:00:00.700,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.151556633398622,2024-01-01 00:00:00.800,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.1801516907596229,2024-01-01 00:00:00.900,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.134067955178142,2024-01-01 00:00:01.000,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.18319428353627187,2024-01-01 00:00:01.100,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.2000500997835673,2024-01-01 00:00:01.200,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.27990779153109424,2024-01-01 00:00:01.300,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.28563961794116605,2024-01-01 00:00:01.400,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.21659009898513412,2024-01-01 00:00:01.500,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.22680369664092428,2024-01-01 00:00:01.600,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.2957915806421373,2024-01-01 00:00:01.700,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.3495416899934587,2024-01-01 00:00:01.800,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.39377802673660645,2024-01-01 00:00:01.900,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.36994330679731213,2024-01-01 00:00:02.000,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.31660138728616105,2024-01-01 00:00:02.100,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.42707667191189624,2024-01-01 00:00:02.200,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.44180313164700435,2024-01-01 00:00:02.300,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.3579595317543479,2024-01-01 00:00:02.400,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.4235499453865796,2024-01-01 00:00:02.500,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.45175404496508786,2024-01-01 00:00:02.600,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.4690291697538006,2024-01-01 00:00:02.700,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.4596158937822438,2024-01-01 00:00:02.800,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.3756912217825913,2024-01-01 00:00:02.900,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5242375012419828,2024-01-01 00:00:03.000,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.4773199349532561,2024-01-01 00:00:03.100,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5578372119218423,2024-01-01 00:00:03.200,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5355464979356831,2024-01-01 00:00:03.300,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.4768634643107056,2024-01-01 00:00:03.400,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.49271149446967555,2024-01-01 00:00:03.500,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.48822865347446653,2024-01-01 00:00:03.600,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5208403522079649,2024-01-01 00:00:03.700,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5125307893063931,2024-01-01 00:00:03.800,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5188073136385384,2024-01-01 00:00:03.900,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5429882275459774,2024-01-01 00:00:04.000,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.48644080980313986,2024-01-01 00:00:04.100,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5426661593879079,2024-01-01 00:00:04.200,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5015492553467703,2024-01-01 00:00:04.300,nonfocus
lot_a,wafer1,process,process_step,recipe,1,parameter_name,0.5925017530222447,2024-01-01 00:00:04.400,nonfocus
